,country,burn_2002,drowning_2002,fall_2002,poisoning_2002,total_2002
25,Bulgaria,1.238858,2.2000450000000003,2.8336189999999997,1.629415,7.901936999999999
26,Burkina Faso,7.659241000000001,9.378786,6.027211,9.017749,32.082987
27,Burundi,4.981118,11.821110000000001,3.886196,7.982444,28.670868000000002
28,Cambodia,0.6441131999999999,7.8056350000000005,5.5889050000000005,0.7264,14.7650532
29,Cameroon,6.640471000000001,7.3611699999999995,5.41176,7.053217999999999,26.466619
30,Canada,0.6815603,0.933789,3.087231,2.5307180000000002,7.2332983
31,Cape Verde,1.739057,0.9686725,1.47547,0.43837299999999996,4.621572500000001
32,Central African Rep.,5.939306,14.29328,4.726401999999999,9.777591000000001,34.736579
33,Chad,6.745008,8.076636,5.42399,7.46593,27.711564000000003
34,Chile,1.835357,3.225192,2.16193,1.038432,8.260911
35,China,1.074561,9.386707000000001,8.447947000000001,5.510108,24.419323000000002
36,Colombia,0.5612715,3.103212,4.180001,0.31634520000000005,8.1608297
37,Comoros,3.916026,3.8694309999999996,3.404397,3.7008900000000002,14.890744000000002
38,"Congo, Rep.",4.392453,10.17131,3.7096120000000004,7.076364999999999,25.34974
39,Cook Is,3.5504019999999996,4.252205,0.030216200000000002,3.6967800000000004,11.5296032
40,Costa Rica,0.1935318,4.226932,2.92673,0.3832477,7.7304414999999995
41,Croatia,0.8633496999999999,2.215064,7.306144000000001,1.538751,11.9233087
42,Cuba,0.6862583000000001,2.6534419999999996,10.75212,0.32069509999999996,14.4125154
43,Cyprus,0.9647783999999999,3.8902980000000005,0.4540549,0.1896975,5.498828800000001
44,Czech Rep.,0.4114805,1.843231,10.83183,2.613954,15.700495499999999
45,Cote d'Ivoire,6.3156870000000005,16.71086,5.341683,10.661669999999999,39.0299
46,"Korea, Dem. Rep.",3.37175,5.348045,5.932664,2.2177759999999997,16.870235
47,"Congo, Dem. Rep.",6.036192,17.318939999999998,4.815111,11.65109,39.821332999999996
48,Denmark,0.9470111999999999,0.7514781,12.706439999999999,2.304068,16.7089973
49,Djibouti,4.646749,8.38129,6.021299,4.949175,23.998513
50,Dominica,0.7984220999999999,9.893225,3.212226,0.7849472,14.688820299999998
51,Dominican Rep.,0.7095413,0.387115,0.3562116,0.28993159999999996,1.7427995000000003
52,Ecuador,1.4363489999999999,4.331627,4.751126,2.388259,12.907361
53,Egypt,0.7415208000000001,4.095168,2.6078799999999998,2.3469990000000003,9.7915678
54,El Salvador,0.8139411,4.976488,4.371328,0.2590109,10.420767999999999
55,Equatorial Guinea,6.740558999999999,6.9761,5.5820099999999995,6.832407000000001,26.131075999999997
56,Eritrea,4.224055,9.689598,3.47787,6.616403999999999,24.007927
57,Estonia,9.986769,9.421692,8.242321,27.940690000000004,55.591472
58,Ethiopia,4.576916000000001,5.0088230000000005,3.748736,5.052752,18.387227000000003
59,Fiji,5.213152,6.576886,0.0762395,5.376029,17.242306499999998
60,Finland,0.7688337,2.370722,10.747910000000001,9.005546,22.893011700000002
61,France,0.6146836999999999,0.8292216,7.538716,0.730176,9.7127973
62,Gabon,5.599558,5.820488,5.149407,6.952560000000001,23.522013
63,Gambia,6.144121,6.680369000000001,5.190156,6.587919,24.602565
64,Georgia,1.524614,1.186092,0.23725860000000001,0.9184131,3.8663776999999997
65,Germany,0.4332326,0.5902155,4.398823,0.6664206,6.088691700000001
66,Ghana,5.66535,6.018633,4.761881,5.766388,22.212252
67,Greece,0.6365196999999999,2.805215,3.39626,2.439875,9.2778697
68,Grenada,1.49318,12.133989999999999,5.388952,6.075341000000001,25.091463
69,Guatemala,0.2805381,1.359056,7.328953,0.522908,9.4914551
70,Guinea,6.687784,7.686021,5.983692,8.118891,28.476388
71,Guinea-Bissau,5.627008,6.642478,4.744575,6.21892,23.232981000000002
72,Guyana,0.8390428,4.7120370000000005,16.48476,0.5045692,22.540409000000004
73,Haiti,2.197104,0.13344679999999998,3.5598120000000004,0.3348967,6.2252595
74,Honduras,0.6900219,3.571065,1.290347,0.8143135,6.365747399999999
75,Hungary,1.286969,2.0878419999999998,17.531489999999998,0.7012735999999999,21.607574599999996
76,Iceland,0.5424856,0.8430373999999999,3.3844830000000004,3.027951,7.797957
77,India,15.095629999999998,6.934010000000001,12.60013,9.291405000000001,43.921175000000005
78,Indonesia,6.520606,5.108331,8.662262,4.26468,24.555878999999997
79,Iran,10.25187,3.29368,8.719461,3.5569010000000003,25.821912
80,Iraq,9.375947,5.409573,8.205505,5.091568,28.082593
81,Ireland,1.096784,1.425918,6.802936,0.8019556999999999,10.1275937
82,Israel,0.46689319999999995,0.2460507,1.3795870000000001,0.24146669999999998,2.3339976
83,Italy,0.347624,0.5035728,6.86275,0.36935650000000003,8.083303299999999
84,Jamaica,0.89485,1.653257,1.715075,0.45942489999999997,4.722606900000001
85,Japan,0.7657016999999999,2.678272,2.618268,0.3964646,6.458706299999999
86,Jordan,1.816888,1.006203,4.722551,0.7871578,8.3327998
87,Kazakhstan,4.804207,9.682122,3.243732,59.829980000000006,77.56004100000001
88,Kenya,4.647214,4.384716,3.963776,4.086071,17.081777000000002
89,Kiribati,3.4602370989583324,5.57167945520833,4.849943866145835,4.421706545833331,18.303566966145826
90,Kuwait,1.473193,0.6869304,2.133363,0.5195457,4.813032100000001
91,Kyrgyzstan,1.532384,8.856569,4.44678,17.43917,32.274903
92,Laos,15.88974,10.93498,15.18016,8.758049,50.762929
93,Latvia,7.636864999999999,13.6144,13.21245,13.55055,48.014265
94,Lebanon,6.748635,3.415046,5.839980000000001,3.5280949999999995,19.531756
95,Lesotho,4.871619,8.700027,4.016922,6.7605580000000005,24.349126000000002
96,Liberia,8.769966,12.457239999999999,6.895103999999999,10.932089999999999,39.0544
97,Libya,3.8554230000000005,2.277858,3.422505,2.164599,11.720385
98,Lithuania,4.262231,12.481010000000001,11.09042,17.27364,45.107301
99,Luxembourg,0.7470686,0.5700158000000001,5.850251999999999,4.691525,11.8588614
100,Madagascar,6.188969999999999,7.657578,5.096874,6.716616,25.660038
101,Malawi,4.799733,19.08426,3.980167,1.001555,28.865714999999998
102,Malaysia,0.3987345,3.4402410000000003,4.748957,0.8457005999999999,9.433633100000002
103,Maldives,5.913028,4.448281,9.592298,4.8399019999999995,24.793508999999997
104,Mali,7.149033,14.29486,5.500837000000001,8.923428,35.868158
105,Malta,0.2681992,2.162102,6.727342999999999,1.70088,10.8585242
106,Marshall Islands,6.242098,8.666203,0.0893605,5.902023000000001,20.8996845
107,Mauritania,7.156045,9.414054,5.956443,8.572767,31.099308999999998
108,Mauritius,3.139812,2.955359,2.654331,0.18133329999999998,8.9308353
109,Mexico,0.7766099,2.726987,3.0909169999999997,1.012183,7.606696899999999
110,"Micronesia, Fed. Sts.",4.617653,5.9829419999999995,0.093911,3.3765870000000002,14.071093000000001
111,Monaco,3.4602370989583324,5.57167945520833,6.378746,0.5986994999999999,16.00936205416666
112,Mongolia,2.587343,5.7483949999999995,7.567759,3.152557,19.056053999999996
113,Morocco,2.633208,3.294953,3.297315,2.263433,11.488909
114,Mozambique,3.3850239999999996,3.5666290000000003,3.546353,2.767007,13.265013
115,Myanmar,8.887257,7.005800999999999,9.722318,5.072268,30.687644
116,Namibia,4.397063,2.276733,3.7104790000000003,0.9430438,11.3273188
117,Nauru,10.78315,18.1276,23.38896,1.480165,53.779875000000004
118,Nepal,9.619261999999999,7.033643,9.775215,5.7027730000000005,32.130893
119,Netherlands,0.3378218,0.6822001,2.641691,0.5986739000000001,4.260386799999999
120,New Zealand,0.6015118,1.7789130000000002,4.205973,0.2222593,6.8086571000000005
121,Nicaragua,0.6244723000000001,4.354413,0.3473513,1.0035290000000001,6.3297656
122,Niger,7.812264999999999,16.07558,6.301385,9.946828,40.136058
123,Nigeria,6.928142,20.27499,5.606611,8.717734,41.527477
124,Niue,3.760186,5.466768,0.0472521,3.449203,12.723409100000001
125,Norway,0.9678244,1.207333,8.234253,1.122092,11.5315024
126,Oman,0.8300055000000001,3.681611,3.3621019999999997,0.8687450000000001,8.7424635
127,Pakistan,12.91973,5.832091,12.92274,6.7211039999999995,38.395664999999994
128,Palau,3.456972,4.911313,0.0326177,3.787551,12.1884537
129,Panama,0.6383528,4.928115,4.00434,0.4324866,10.003294400000001
130,Papua New Guinea,9.069075999999999,7.282183,10.1018,5.6515260000000005,32.104585
131,Paraguay,1.760692,2.598834,1.0111290000000002,0.3834566,5.7541116
132,Peru,1.267182,5.245844,0.6533876000000001,0.7833121999999999,7.9497258
133,Philippines,0.1991602,4.425923,3.922125,0.4584707,9.0056789
134,Poland,0.9212311,2.707954,7.350277,3.674125,14.6535871
135,Portugal,0.866878,0.33266,4.268473,0.591529,6.05954
136,Qatar,3.4602370989583324,2.096345,1.150084,4.421706545833331,11.128372644791662
137,"Korea, Rep.",1.5164389999999999,3.229934,7.420903,1.0274809999999999,13.194757
138,Moldova,2.581955,8.755372,4.4812330000000005,11.33592,27.15448
139,Romania,1.814759,5.309081,5.553517,4.841755,17.519112
140,Russia,7.936697000000001,11.8665,9.340448,39.638740000000006,68.782385
141,Rwanda,5.3631910000000005,17.66471,4.290508,1.269018,28.587426999999998
142,Saint Kitts and Nevis,2.51337,9.222521,5.071509,4.421706545833331,21.229106545833332
143,Saint Lucia,1.320753,7.630864,3.243204,0.6053538,12.8001748
144,Saint Vincent and the Grenadines,3.8255239999999997,10.602310000000001,7.557894999999999,4.421706545833331,26.40743554583333
145,Samoa,4.464847,5.220551,0.045930900000000004,3.713776,13.4451049
146,San Marino,3.4602370989583324,1.093015,4.849943866145835,2.555434,11.958629965104166
147,Sao Tome and Principe,4.213184,2.303988,3.593869,0.8380424000000001,10.949083400000001
148,Saudi Arabia,0.6874245,6.62988,6.548616,1.431506,15.2974265
149,Senegal,6.452428,6.626352000000001,5.054834,7.853686,25.9873
150,Serbia and Montenegro,0.5204802,1.38111,4.826154,0.8261674000000001,7.5539116
151,Seychelles,0.9147386999999999,17.84135,1.094875,4.421706545833331,24.27267024583333
152,Sierra Leone,9.818634,16.06741,8.029929,15.182139999999999,49.09811299999999
153,Singapore,0.1512431,0.4237915,3.900983,0.10436789999999999,4.5803855
154,Slovak Republic,0.4714929,2.99772,7.18152,2.611768,13.262500900000001
155,Slovenia,0.5829703,1.216012,11.50085,1.525272,14.825104299999998
156,Solomon Islands,4.081434,6.155058,0.12211660000000002,2.97896,13.3375686
157,Somalia,6.203382,5.914630000000001,4.389216,2.0950450000000003,18.602273
158,South Africa,5.275811,2.831743,4.493975,1.323733,13.925262
159,Spain,0.3700893,1.194185,2.119295,1.4550049999999999,5.1385743
160,Sri Lanka,1.577134,4.779348000000001,3.83734,1.090028,11.283850000000001
161,Sudan,4.880966,4.924544999999999,3.940754,2.067703,15.813967999999997
162,Suriname,1.772964,10.07103,9.670567,4.421706545833331,25.93626754583333
163,Swaziland,4.797276,7.554778,2.761676,4.644091,19.757821
164,Sweden,0.697188,1.045261,2.481098,2.305253,6.5288
165,Switzerland,0.326187,0.8517751,5.883058999999999,0.13470479999999999,7.195725899999999
166,Syria,3.510004,1.724574,1.2730219999999999,1.090666,7.598266
167,Tajikistan,1.538822,4.360607,1.154919,3.5652410000000003,10.619589000000001
168,Thailand,0.6505960999999999,4.966814,5.23597,0.7524692,11.6058493
169,"Macedonia, FYR",0.5409857,1.2036149999999999,3.306002,0.7766075,5.8272102
170,Timor-Leste,9.119411999999999,7.999894,10.55452,5.957623,33.631449
171,Togo,6.5438540000000005,7.914060000000001,5.3899989999999995,7.253082000000001,27.100994999999998
172,Tonga,3.6126050000000003,3.9294599999999997,0.030948900000000005,2.788512,10.3615259
173,Trinidad and Tobago,0.7150831999999999,4.684053,3.835178,0.3437237,9.5780379
174,Tunisia,4.839368,3.0237380000000003,4.751326000000001,2.919016,15.533448
175,Turkey,0.9746662,0.959766,1.675977,0.8118776,4.4222868
176,Turkmenistan,8.446925,7.036347,2.024848,4.095779,21.603899000000002
177,Tuvalu,8.018548,8.554679,0.15003229999999998,7.263877000000001,23.9871363
178,Uganda,5.111846,7.547772,4.178698000000001,10.2038,27.042116
179,Ukraine,3.8372669999999998,10.13841,5.370097,29.58581,48.931584
180,United Arab Emirates,2.339252,6.0815779999999995,3.7071709999999998,0.3422347,12.4702357
181,United Kingdom,0.6323395,0.40092449999999996,4.474754,1.952334,7.460352
182,Tanzania,4.848667,11.306510000000001,4.008013,9.041296,29.204486000000003
183,United States,1.124378,1.347872,3.064667,4.318336,9.855253000000001
184,Uruguay,1.1702219999999999,3.78133,0.6571819999999999,0.8641141,6.4728481
185,Uzbekistan,1.883641,4.301025,1.284248,2.627993,10.096907
186,Vanuatu,4.166044,5.576567,0.0733076,3.497464,13.3133826
187,Venezuela,0.40970559999999995,2.4821720000000003,5.330312999999999,0.4267504,8.648940999999999
188,Vietnam,4.761925,5.388711,8.690489999999999,4.324789,23.165915
189,"Yemen, Rep.",5.820284,6.972811,6.485294000000001,5.065075,24.343464
190,Zambia,3.291871,6.452204,3.5441300000000004,4.346364,17.634569000000003
191,Zimbabwe,3.509604,6.349378,4.323385,5.711973,19.89434
